Review Date,Review Text,Rating
"October 14, 2023",The environment was good food was fresh..excellent service all over good…….perfect buffet lunch lot’s of food…..,5.0
"October 14, 2023",Best of seasonal tastes restaurant. Service great. Food quality Very good..... Special Thanks ms Ishrat thanks........ 💕💕,5.0
"October 6, 2023",Today I went with my wife in seasonal taste for brunch. Really it's a great experience. My wife is so happy to a great service. Food is excellent 👌. Thanks for the support ❤️,5.0
"September 24, 2023","At Seasonal tastes restaurant we get yummy foods. Their live cooking grilled, dessert, various cuisine main courses also enjoyed our dinning experience.",5.0
"September 24, 2023",The service and food was amazing. Just 10/10. The people are also good and amazing behaviour. A must go with your dear falguni,5.0
"September 23, 2023","Specially soup is so yummy for me. Tempura as always wonderful. Desert , nehari, & juice is fresh just wow. Service as always very good to all",5.0
"September 22, 2023",Overall a great experience. The food can get better. Otherwise everything is fine. And the behaviour of the staffs are very good. They are well behaved.,4.0
"September 22, 2023","Nice environment with good, really delicious the food really enjoying, wanna go with my family again, specially complementary swimming was awesome.",5.0
"September 20, 2023",Absolutely amazing food great place and service. Mr. Rubel and Mr. Sagar are excellent at their job.,5.0
"September 19, 2023",This is a awesome lunch with some friends 🥰 lovely day at seasonal taste. Food is really very yammy. Service quality is jst wow. All people are very good & giving me great service. Thank you so much.,5.0
"September 18, 2023",I went the seasonal taste in westin Dhaka. It was a wonderful lunch today. Specially beef section is very yammy. Food & service are good. Thanks to all of you.,5.0
"September 18, 2023",Food quality is very good. Specially ice cream peanut butter flaver. Services is very good. All stuff very friendly.,5.0
"September 17, 2023","Tastes restaurant is always my first choice intire Dhaka. I usually come here for meeting, ms Jannat and ms Shanta are the best server I have ever seen . My foreign clients are also very much happy with their service",5.0
"September 16, 2023",Best of seasonal 👌 taste restaurant. I loved food 😋 service was great 👍 Ms ishrat very helpful thanks 😊.....,5.0
"September 16, 2023",It is a very nice place for dinning. The staff are very friendly with us.They always assist to their food .my over all experience is outstanding.,5.0
"September 16, 2023",Great food and ambience. A wonderful dining experience thanks to Mr. Krishna's hospitality. The servicessape is worth applauding.,5.0
"September 14, 2023",Quality of foods and serving are excellent. Maintaing cleanness and hygine is quite satisfactory. I am pleased.,5.0
"September 13, 2023",Each and every item was just outstanding. The fish and prawn were the best I have ever tried. Highly recommend it. Great service by Krishna,5.0
"September 13, 2023",I went seasonal taste with my friends 😍 all food in very good . Service quality is just awesome 😍 they giving me wonderful service.. thanks all❤️,5.0
"September 9, 2023",Atmosphere was amazing.. got live cookings station. food was fresh and taste and staff was friendly. Will be back for sure.,5.0
"September 9, 2023",Taste is the best restaurant I often visit with my family My kids love their brunch so much their swimming pool is so wide my kids love this I really like that,5.0
"September 9, 2023",Seasonal taste provide a best buffet in city. Also they have best swimming pool in dhaka. We really like their food and service. Shahin and nikson is a great server and ms jannat is very welcoming,5.0
"September 9, 2023",Seasonal taste restaurant is always in my first priority. Specially their live kitchen is just wow for us and dessert area is just best item they served. We really enjoy our brunch,5.0
"September 7, 2023","Krishna has been wonderful for every meal we had at Seasonal Tastes. His service is top notch, as well done as the food :) Will definitely visit again!",5.0
"September 7, 2023",Hilsha feast was very good. Environment and behavior was excellent. Other food special deserts were fantastic.,5.0
"September 7, 2023",One of the most memorable restaurant experience of my life! We had dinner .Food was all round amazing. They treat the house like family. Everything we enjoyed.,5.0
"September 6, 2023","I explain my buffet lunch experience . Its really awesome. I will come back again & again. Food quality, service quality everything are very good. ☺️💜 specially desert is nice 🤩 thanks to all of you.",5.0
"September 6, 2023","I m regular guest in seasonal taste. Today I come with my family. It was an wonderful experience. 😍😍 Specially desert.prawn, fish are very good . Test quality good. Service quality is very good. Thanks to all of you.❤️",5.0
"September 6, 2023","Today excellent lunch i have. Every food quality are very nice. Prawn tempura, fish etc are awesome. Services experience is really good. Specially thank to all service stuff But we need soft drinks including in Buffett. Thanks",5.0
"September 5, 2023","The lunch was amazing loved the experience,Ishrat mam was amazing person to here her aura was amazing",5.0
"September 1, 2023",Seasonal tastes restaurant best buffet Brunch. I like fish kofta. And kebab... Brunch special care Ishrat good service all good nice food i will come Again thanks...,5.0
"September 1, 2023",Great for the brunch.Best restaurant seasonal taste .excellent dessert 👍 food are good and Ishrat is so excellent service very much well behave thanks .,5.0
"August 30, 2023","Best restaurant seasonal tastes.excellent service ,food quality good 😊 so we are happy grilled items ,fresh fish 🐠 I like dessert 🍨 .ms Ishrat wonderful service very friendly thanks .",5.0
"August 27, 2023",Excellent dessert and live station items though main course could have been better. Highly recommended 👌,5.0
"August 27, 2023","Seasonal taste restaurant food just delicious 😋.excellent service the ambiance here was fantastic ,special service ms Ishrat and mr didar thanks everyone",5.0
"August 27, 2023","I came with my friend At seasonal taste restaurant 😍, it was an excellent experience 🥰. Food test, restaurant View, & service experience is awesome 😍. Specially thank to shanta, & didar for special support 🥰 nxt time i will be came again 🤩.",5.0
"August 25, 2023",The food is delicious and surroundings and the soft music is great The behavior of staff are very friendly. Specifically Mr. Krishna. Will come again.,5.0
"August 25, 2023","Food taste is good and their service is soo much cushy. Indulging in a symphony of flavors, the culinary journey at seasonal taste of westin dhaka was nothing short of a masterpiece. From the first bite to the last, each dish presented a harmonious blend...More",5.0
"August 25, 2023",Food and service was good and had an amazing experience . The staff were hospitable and the food quality was excellent,4.0
"August 11, 2023",Very super service seasonal tastes restaurant..food just delicious 😋 dessert and tempura 🍤 I love ❤️ very helpful ms.Ishrat and mr.Shaheen just super serious thanks,5.0
"August 11, 2023","Seasonal tastes restaurant wonderful service ,,,,,,,,,,special thanks ms.Ishrat .food just delicious 😋…………..all over excellent 👌 and mr didar and mr .shaheen very helpful thanks everyone",5.0
"August 10, 2023","I havr tried most of the indian,bengali and thai cusine.the foods taste good and they were fresh.and service was good.",5.0
"August 7, 2023",It was a great hospitality by the Westin people! Especially Mr Rubel & Mr Rofiq and also Mr Krishna ! Thankyou for making our dinner special!,5.0
"August 6, 2023",The Food is so delicious & hygienic. They serve premium quality food & deserts. Apart this the restaurant environment is so good & comfortable. The behaviour of all the employees of the restaurant is so good & friendly. I’m very lucky of being here .,5.0
"August 5, 2023",seasonal taste is the best restaurant in the town. jannat is the best server in this restaurant. we always come here and she serve us tge best service. there food is so good and yummy,5.0
"August 5, 2023",Best brunch ever in city. I always come at seasonal tastes just because of there food and service. Jannat always taking care of us. She is a great server I had ever seen. My baby love there swimming pool and kids zone as well.,5.0
"August 4, 2023","Seasonal taste restaurant in the best food.i love Sushil ❤️❤️and vagetable tempura shrimp just wow,👍 excellent brunch..wow service ms.ishrat very helpful....",5.0
"August 4, 2023","Sumptuous foods. Wide variety which is more than enough for breakfast and lunch. Live kitchen, fresh fryits and sweets were the best. Worth every penny. Will come back Again",5.0
"August 3, 2023","Seasonal taste is nice restaurant in Dhaka city.Mr Rubel,Krisna and rakib gives us excellent service.",5.0
"July 30, 2023","The environment is outstanding and mind-blowing. Foods are very tasty and healthy. Recommended for come with family, friends and office party.",4.0
"July 30, 2023",This is wonderful experience.food is very tasty & service experience is very good . Comfortable place & all are very good .,5.0
"July 29, 2023",Excellent service and food.the stuff are amazing.most of items are delicious .specially dessert..ms ishrat is very helpful.hrs take care of us lots.thanks to ms.ishrat,5.0
"July 29, 2023",Nice service.food was delicious.also they surprised me with birthday cake .. best restaurant..seasonal taste restaurant.will definitely come with more people for party in future.thank you Ms ishrat.,5.0
"July 29, 2023",Ms. Ishrat give us excellent service.they were very helpful and their behaviour is very good 👍 😊..Nice environment..Nice restaurant .food was excellent............we are enjoying very happy.....,5.0
"July 29, 2023","what a spectacular place truly in love,was a delicious lunch in the restaurant. Good service by saron & sumona,highly recommend.",5.0
"July 25, 2023",I really like the ambiance and food of the hotel and the hospitality of Rubel and Krishna. They were very helpful and their behaviour is very good.,5.0
"July 24, 2023",Rubel & krishna give us excellent service. Nice environment. Food was excellent. We are very happy.💜💜,5.0
"July 23, 2023",Nice restaurant and delicious food.Rubel and Rofiq served our table .We are enjoying and very happy.,5.0
"July 22, 2023",Everything was perfect. Had a wonderful time. Service was great. Thanks to Rubel and Firoz. Would love to visit again :),5.0
"July 17, 2023",The foods were great for a reasonable price as well. The dessert and live grill was exceptionally good. Really good place to dine with family. Shout-out to Rubel and Sumona for their great services amongst all the other staffs.,5.0
"July 8, 2023",Very wonderful service. Food was delicious. Also they surprised me with a birthday cake and that will be a memorable moment of my life. Best hotel in Bangladesh. Will definitely come with more people for party in future. Thank you sharan for your service.,5.0
"July 7, 2023","Most recently I have stay the westin Dhaka. The breakfast was superb & most delicious. Room was so clean , staff was so friendly. Specially reception guy was so must professional also concierge.",5.0
"July 1, 2023","Among all the 5* hotel in Bangladesh, IMO The Westin is the best in terms of variation & taste of food. I've been there several times for weekend brunch; the ambience, food & service is top notch. I hope they'll continue this kind of hospitality...More",5.0
"July 1, 2023",We had wonderful lunche. Food are really fantastic and delicious. Very good atmosphere and friendly staff. Also we enjoyed there complimentary seeming pool.,5.0
"June 19, 2023",Nice hotel in Bangladesh. We were in Thai festival. Food quantity & quality are really good. Staff service is awesome.Sharan & Rafiq help us a lot. Thanks everyone.,5.0
"June 17, 2023",Thai festival food was really delicious. We came here for business meeting. Mr.rafique & mr.sharan help us a lot. Unforgettable dinner we hed in westin.,5.0
"June 16, 2023",Real Thai food and good yummy . Environmental is really cool. Thai chef are very good in behavior food are awesome. Thanks Sharan & Krishna for assist us,5.0
"June 12, 2023","We came for family dinner and the service was really great! So was the food! The staff team of Shagor, Falguni, Clinton, Jonny and Nixon - were excellent and made our experience memorable.",5.0
"June 12, 2023","I would like to thank falguni and sagor for what they have done. They are very smiling, helpful and good services.",5.0
"June 12, 2023",It was best buffet in the town . Thai food are very delicious. Falguni and sagor was always service to us. We are enjoying a lot . Highly recommend,4.0
"June 11, 2023",Seasonal taste is very nice restaurant. Food was good.Mr.Rubel and Clinton give excellent service. We are come back.,5.0
"June 11, 2023","I want to thank a lot mr Rubel for the warm welcoming and the cery good service during our stay at the restaurant, wish to come back soon",5.0
"June 11, 2023","Great test, organised food! Delicious!service was excellent Mr.Rubel Clinton and Rofiq give us excellent service.",5.0
"June 11, 2023",Had a dinner with colleagues and the quality and variety was good. The ambiance was good. Thanks falguni for service,5.0
"June 10, 2023",Food was very delicious Seasonal tastes buffet dinner Special menu theam to night today I am really happy Special care for us sagor All food was delicious All stuff very friendly mr rofiq care Jonny thanks everyone,5.0
"June 10, 2023",Outstanding service and excellent dinner. Service us Rubel and jony . There was special care of us. We are very happy 😊.,5.0
"June 10, 2023","Food was good, so was the environment. Enjoyed quality time with family. Mr Rubel,Rofiq and clinton was very good.",5.0
"June 9, 2023",Came for lunch at seasonal tastes.Food was comparatively good but could be better.I feel they could add more items for the mains. Other than that food was quite good. Kee up the good work! Thanks falguni,5.0
"June 9, 2023",Wonderful staff specially Falguni and Rajib and his team served professionally. Thanks and would love to visit again,5.0
"June 8, 2023","Had a great experience at the seasonal tastes today. Food was delicious with numerous good options, the environment was cheerful and the staff were extremely friendly and courteous. Overall, fantastic place to go to.",5.0
"June 8, 2023","Atmosphere was nice, food was remarkable, service was astounding every food was mouthwatering. Highly recomanded. Come again and thanks to falguni and rafiq",5.0
"June 8, 2023","Just wow , amazing food with variety and staffs are cordial. Dessert section was mouthwatering. We will be back big thanks Rafiq and falguni",5.0
"June 8, 2023",This was excellent. One of a kind experience. Food 10/10. Mr. Rafiq and falguni was particularly helpful. Highly recommend this restaurant.,5.0
"June 7, 2023",It was very good food . We enjoyed it . Specially thanks to falguni and jony. The food was mouthwatering. Highly recommended and come again,5.0
"June 7, 2023",Very good dinner and kind staff falguni was really helpful and very knowledgeable. Very good food. Highly recommended,5.0
"June 7, 2023",It was really good environment and food was so delicious. Falguni and joy taking care us. Highly recommended. Come again soon,5.0
"June 7, 2023",Excellent service and food. The stuffs are amazing. highly recommended. Will visit again soon. Thanks to falguni,5.0
"June 7, 2023",Such a Nice experience to have lunch at seasonal taste. Most of items are delicious. Specially dessert items. Mr. Krishna is very helpful server. Hrs take care of us lots. Thanks to mr. Krishna for all assistance...,5.0
"June 6, 2023","It's been such pleasure to be able to enjoy their 140 + dinner items with an excellent quality service. Lots of delicious foods , desert etc here to enjoy. I recommend everyone try it out . One of the best 5 star 🌟 restaurant in...More",5.0
"June 6, 2023",Such a great experience at lunch in seasonal taste. We enjoyed very much with the food specially grilled items. Mr Krishna is very helpful. He guide us about food selections. All service people are friendly.,5.0
"June 6, 2023",It’s a great place for lunch with family. Krishna was our server and he made sure we had the best table and also reminded us to get some of the fuchka and the grilled shrimp that were all really tasty. 10/10,5.0
"June 6, 2023","The food was really great, especially the dessert table. The staff were also very helpful especially at the live kitchen! Krishna was our server and made sure we had a great experience. Totally recommend!",5.0
"June 5, 2023","It was a lovely experience to have a Lunch in seasonal tease restaurant. Food quality was very good, service people are very friendly. Specifically Krishna assist us regarding food selection. Thanks all of you.",5.0
"June 5, 2023",Very nice environment. Staff was excellen .Mr Rubel and sagor care of us food was tasty.we are come again.,5.0
"June 5, 2023","Endless variety of different dishes at the buffet. Most of them good. Fresh fruits, sushi, meats and local dishes. Service was good.",4.0
"June 5, 2023","The Steak was really well made here along with the Tenpuras, Really liked the Variety and quality of the lunch all around, Thumbs up 👍",5.0
"June 4, 2023","Seasonal taste restaurant is a great restaurant. We are really enjoy there food. Here is lots of food. Associates are really friendly Firoz, Didar, Mittela was best server.",5.0
"June 2, 2023",Seasonal taste is a beautiful restaurant in Dhaka city. Food was tasty.Mr Rubel care of us .Really we are happy.,5.0
"June 2, 2023",Amazing service. Excellent food quality . Friendly people.Mr Rubel was excellent.He looks after us.food was good.,5.0
"June 2, 2023",Great food and nice restaurant.Mr.Rubel and sagor and jomir give us service.food was excellent.nice enviorment.,5.0
"June 2, 2023","Delicious dishes, prompt service, grand ambience! Worth it. Falguni and rafiq was take care of us . Specially thanks to rafiq",5.0
"June 2, 2023","It Was really good and and food was also really good.Mr rubel.,sagor and Jomir was excellent. We are happy.",5.0
"June 2, 2023","Environment is nice, staffs are cordial, music ok. Drinks only water and tea. Tried shashimi found enjoyful.. Today some main dish found bit salty. Apart from that all are superb great.",5.0
"June 2, 2023",Everything was good thank u for Both mittila and falguni it was perfect and they had lot of choices. highly recommended,5.0
"June 2, 2023","It was really amazing. Thanks to falguni , dider and masud . They always look after us. The food was amazing and mouthwatering. Highly recommend",5.0
"June 2, 2023",It was a nice experience to have brunch at seasonal tastes resturent. Heartful thanks to falguni and masud. Thank you!,5.0
"June 1, 2023","Seasonal taste is the best restaurant in dhaka city. Service staff was excellent MR.Rubel,Rofiq Clinton and soron was excellent. Food was tasty.",5.0
"June 1, 2023","Amazing service. Great environment. Mr Rubel,Rafiq and Clinton give us excellent service. Food was yummy 😋",5.0
"May 31, 2023",The food was great. Great selection and fresh items. Service was great as well. The dessert selection was impressive. Especially gur roshogollah and baklava.,5.0
"May 31, 2023",Best lunch ever specially thanks to falguni she will take care of us. The environment was so good . Highly recommend. We will come again,5.0
"May 30, 2023",As always amazing place to visit with my hubby and their food is mouthwatering.thanks specially falguni and rubel for their hospitality.,5.0
"May 28, 2023",Amazing food and Rubel bhai served it so well. Wholesome experience like every time.we are come back again.,5.0
"May 28, 2023",Very good food. It was very nice restaurant. Mr Rubel was excellent service give us. We are very happy.,5.0
"May 27, 2023",Very nice personal. The man Rubel was great! Thank you very much!☺️ Food was very tasty. Atmosphere is also great! .we are very happy.,5.0
